chromosome	Start	End	strand	LTB4	GENE ID
17	22524738	22525686	+	0	MTND1P15
17	22523111	22524663	+	7.464015856	MTRNR2L1
17	22406019	22413744	+	0	FLJ36000
17	22221221	22221605	+	0	FTLP13
17	22090743	22205154	+	1.457092983	UBBP4
17	22061961	22070538	-	0	NCOR1P2
17	21692523	21704612	+	0	KCNJ18
17	21504558	21505059	+	0.71030776	RPL21P120
17	21444833	21445439	-	0	PDLIM1P2
17	21428381	21574517	-	37.82825891	C17orf51
17	21376197	21419872	+	6.777557619	KCNJ12
17	21284672	21315240	+	6977.044073	MAP2K3
17	21259968	21260501	-	0	EIF1P5
17	21238870	21253410	-	4850.189671	NATD1
17	21229334	21229628	-	0	RN7SL426P
17	21197280	21214624	-	508.3824133	TMEM11
17	21123364	21193265	+	197.3963657	DHRS7B
17	21075556	21090615	+	0	LINC01563
17	20999593	21043760	-	3233.742179	USP22
17	20901939	20902680	-	0	RNASEH1P1
17	20894532	20894638	-	0	RNU6-1178P
17	20868433	21002276	+	0	CCDC144NL-AS1
17	20836447	20896140	-	0	CCDC144NL
17	20814620	20844257	+	0	ABHD17AP6
17	20784645	20785725	+	0	SCDP1
17	20775642	20776905	+	0	OLA1P2
17	20771058	20771427	-	0	HNRNPA1P19
17	20743333	20754501	-	2.914185967	RNFT1P3
17	20589293	20590367	+	0	MEIS3P2
17	20583758	20591180	-	0	ZSWIM5P2
17	20579724	20580911	+	0	CDRT15L2
17	20564538	20564889	+	0	COTL1P2
17	20543481	20550963	-	0	TBC1D3P3
17	20519312	20528687	-	0	KRT17P7
17	20512560	20517479	-	0	KRT17P6
17	20501513	20512357	-	2.914185967	KRT16P3
17	20493634	20494155	-	0	KRT16P5
17	20491323	20491443	-	0	YWHAEP3
17	20481330	20483991	-	0	TNPO1P3
17	20449395	20467539	-	1.65867019	LGALS9B
17	20436337	20447249	+	0	NOS2P3
17	20415792	20416697	-	0	SRP68P3
17	20415547	20431008	+	5.828371933	USP32P3
17	20375369	20376840	-	0	UPF3AP2
17	20323001	20323110	+	0	RNU6-467P
17	20321164	20403557	+	2.914185967	CCDC144CP
17	20290257	20290358	+	0	RNU6-1057P
17	20126388	20126488	-	0	RNU6-258P
17	20111824	20112990	+	0	KCTD9P1
17	20009344	20319026	+	229.9958142	SPECC1
17	19904302	19978343	-	1316.910587	AKAP10
17	19770829	19867936	-	34.832074	ULK2
17	19737984	19748943	-	0.829335095	ALDH3A1
17	19678288	19718979	-	1.65867019	SLC47A2
17	19648136	19677598	+	344.9937213	ALDH3A2
17	19603797	19605048	+	0	MTND2P12
17	19603274	19603345	-	0	NMTRQ-TTG12-1
17	19602259	19603208	+	0	MTND1P14
17	19557211	19557911	+	0	SNORA59B
17	19496943	19497528	+	0	RPL17P43
17	19495385	19579034	+	61.79677512	SLC47A1
17	19445970	19446852	-	15.62677072	RPS2P46
17	19411125	19417276	+	16.02802282	RNF112
17	19383442	19387240	-	7.565651782	MFAP4
17	19377721	19383544	+	422.1633694	MAPK7
17	19344506	19344574	-	0	MIR1180
17	19337554	19378193	-	20.33267286	B9D1
17	19296596	19306261	-	1.457092983	EPN2-AS1
17	19215615	19336715	+	463.3555687	EPN2
17	19208584	19211359	+	0	KYNUP3
17	19189665	19190245	-	0	SNORD3C
17	19188016	19188714	+	10.6546164	SNORD3A
17	19166896	19169668	-	0	KYNUP1
17	19160789	19162274	+	0.829335095	AC007952.5
17	19127469	19159176	+	0	GRAPL
17	19112420	19112636	-	0	SNORD3D
17	19082437	19084834	+	0	KYNUP2
17	19063346	19064136	-	0	SNORD3B-2
17	19061912	19062669	+	7.565651782	SNORD3B-1
17	19020673	19047637	-	12.70792054	GRAP
17	18968789	19004804	-	393.9455366	FAM83G
17	18950345	19022595	+	5.68246208	SLC5A10
17	18908279	18908865	+	1.65867019	AC090286.2
17	18840618	18840920	+	0	RN7SL627P
17	18840085	18931287	+	279.9291159	PRPSAP2
17	18780995	18806714	+	418.1856862	TVP23B
17	18744024	18779349	+	17.4851158	FBXW10
17	18697998	18736118	+	114.3712848	TRIM16L
17	18677261	18677757	+	0	UBE2SP2
17	18670946	18672873	-	27.11023048	FOXO3B
17	18658429	18682262	-	7.1030776	ZNF286B
17	18635006	18661950	-	0	TBC1D28
17	18537800	18625617	-	59.66585184	CCDC144B
17	18527557	18528461	+	0	SRP68P2
17	18511262	18525930	-	1.65867019	USP32P2
17	18511221	18551705	-	4.97215432	FAM106A
17	18497095	18506313	-	0	NOS2P2
17	18476737	18494945	+	33.17340381	LGALS9C
17	18460391	18463055	+	0	TNPO1P2
17	18450244	18475920	+	0	KRT16P4
17	18432051	18442895	+	5.805345666	KRT16P1
17	18426861	18431848	+	0	KRT17P2
17	18418195	18418306	-	0	YWHAEP2
17	18415728	18425097	+	0	KRT17P5
17	18393480	18400961	+	0	TBC1D3P4
17	18388871	18389459	+	0	AL353997.3
17	18377662	18389647	+	2.488005285	EVPLL
17	18340814	18340886	-	0	MIR6778
17	18327860	18363563	-	2165.240173	SHMT1
17	18315310	18328055	+	8803.392414	SMCR8
17	18312760	18313533	+	1.65867019	RPL21P121
17	18311904	18312651	+	3.026260713	RPL7AP65
17	18271428	18315007	-	1633.707848	TOP3A
17	18260534	18266552	+	150.800657	MIEF2
17	18244836	18258916	-	8897.936236	FLII
17	18225587	18244875	+	376.5181332	LLGL1
17	18183078	18209954	+	1081.088411	ALKBH5
17	18108706	18179806	+	8.52369312	MYO15A
17	18087886	18107971	+	304.722029	DRG2
17	18039292	18068404	+	152.9947632	GID4
17	18010643	18011822	+	5.828371933	AC087163.2
17	17977409	18039209	-	106.546164	ATPAF2
17	17843511	17972422	-	807.7723827	TOM1L2
17	17813836	17813931	-	0	MIR33B
17	17813480	17813545	-	0	MIR6777
17	17810399	17837002	-	2927.299803	SREBF1
17	17776686	17779529	-	0	SMCR5
17	17759154	17770821	-	0	RAI1-AS1
17	17681473	17811453	+	652.7776565	RAI1
17	17674026	17677688	-	0	SMCR2
17	17578631	17578739	+	0	RNU6-468P
17	17505563	17591708	-	61.84521327	PEMT
17	17494437	17496395	-	87.76156067	RASD1
17	17476986	17493226	+	125.5898196	MED9
17	17456427	17457259	+	0	TSEN15P1
17	17383377	17384012	-	90.33976497	RPL13P12
17	17303335	17347663	+	8.471947024	NT5M
17	17246820	17281293	-	601.7794021	COPS3
17	17242010	17242886	+	0	ACTG1P24
17	17212212	17237188	-	10762.89623	FLCN
17	17200995	17206315	-	131.1383685	PLD6
17	17178414	17178749	+	0	RN7SL775P
17	17170083	17170189	+	0	RNU6-767P
17	17076038	17077752	-	0.847194702	MPRIP-AS1
17	17042545	17217679	+	3354.043827	MPRIP
17	16929816	16972118	-	4.539391069	TNFRSF13B
17	16853935	16854309	+	0	COTL1P1
17	16847635	16852777	-	0	KRT17P4
17	16840895	16845881	-	0.847194702	KRT17P1
17	16829999	16832830	-	146.5646835	KRT16P2
17	16817983	16822579	-	0	KRT16P6
17	16812447	16812651	+	0	NOS2P4
17	16787235	16788141	-	0	SRP68P1
17	16786489	16804455	+	0	USP32P1
17	16745636	16746761	-	0	UPF3AP1
17	16710059	16710361	+	0	RN7SL620P
17	16691798	16691907	+	0	RNU6-405P
17	16689537	16777881	+	0	CCDC144A
17	16683438	16684227	+	0	RNASEH1P2
17	16666107	16667118	-	0	NEK4P2
17	16620737	16653856	-	41.46675476	ZNF624
17	16616848	16617881	-	1.513130356	AC005822.1
17	16551387	16569206	-	18.15756428	ZNF287
17	16441577	16492153	-	68.89985272	LRRC75A
17	16441226	16441298	+	0	SNORD65
17	16440479	16440952	-	0.847194702	AC093484.4
17	16440036	16440106	+	0	SNORD49A
17	16439505	16439576	+	0	SNORD49B
17	16438822	16478678	+	1069.159714	LRRC75A-AS1
17	16415542	16437003	+	321.0591075	TRPV2
17	16391434	16391882	+	0	FTLP12
17	16380798	16382745	+	1838.276483	UBB
17	16342534	16353656	-	50.5894408	CENPV
17	16282014	16282088	+	0	MIR1288
17	16217191	16351797	+	73.70593911	PIGL
17	16191832	16192151	+	0	RN7SL442P
17	16137768	16137872	-	0	RNU6-862P
17	16098704	16098807	+	0	RNU6-314P
17	16044621	16044961	+	0	RPLP1P11
17	16029157	16218185	-	3315.006316	NCOR1
17	15999380	16045015	+	360.1250248	TTC19
17	15976560	15999717	-	119.454453	ZSWIM7
17	15944917	15975746	+	136.9667404	ADORA2B
17	15786618	15787575	+	1.694389405	MEIS3P1
17	15783288	15784307	+	0	IL6STP1
17	15782341	15782455	+	0	RNA5SP436
17	15768717	15771426	-	0	ZSWIM5P1
17	15764703	15765664	+	0	CDRT15P2
17	15732247	15749192	+	0	TBC1D26
17	15704232	15704900	-	6.052521426	UBE2SP1
17	15699577	15720787	+	0	ZNF286A
17	15675476	15675643	+	0	ZNF29P
17	15627960	15684311	-	164.6515071	TRIM16
17	15565483	15619512	-	4.539391069	CDRT1
17	15502264	15563595	-	18.63828345	TVP23C
17	15443639	15444191	+	0	RPL9P2
17	15436021	15563561	-	0	TVP23C-CDRT4
17	15436015	15503608	-	0.829335095	CDRT4
17	15408384	15408688	+	0	RN7SL792P
17	15311345	15311451	+	0	RNU6-799P
17	15303811	15341641	-	0	TEKT3
17	15251627	15251696	-	0	MIR4731
17	15229777	15265357	-	178.3070455	PMP22
17	15105237	15106187	-	0	CDRT8
17	15030975	15031957	+	0	CDRT7
17	14947741	14948198	-	0	RPL23AP76
17	14705076	14705534	-	1.65867019	RPS18P12
17	14301083	14349404	+	145.1336417	HS3ST3B1
17	14295512	14297600	-	4.235973512	AC005224.2
17	14235673	14236862	-	0.829335095	CDRT15
17	14069496	14208677	+	104.9106948	COX10
17	14024514	14025488	+	1.457092983	CDRT15P1
17	13756478	14069495	-	42.36764998	COX10-AS1
17	13543529	13543646	-	0	MIR548H3
17	13495689	13601927	-	9.952021142	HS3ST3A1
17	12992391	13018187	-	487.1369539	ELAC2
17	12917268	12917342	-	0	MIR1269B
17	12789539	12991643	+	29.14185967	ARHGAP44
17	12665890	12768949	+	0	MYOCD
17	12549782	12642854	+	0	LINC00670
17	12081899	12081996	+	2.914185967	MIR744
17	12036496	12036637	-	0	RNU11-2P
17	12020824	12143830	+	2970.507052	MAP2K4
17	11977439	11997510	-	842.1115342	ZNF18
17	11598431	11969748	+	1.457092983	DNAH9
17	11241263	11564063	+	0	SHISA6
17	11157455	11157747	+	0	RN7SL601P
17	10860535	10861462	-	0	RPL15P21
17	10857899	10858004	-	0	RNU6-1065P
17	10822475	10838445	-	0	PIRT
17	10729777	10815164	+	1.457092983	TMEM220-AS1
17	10716002	10716511	-	6.777557619	MAGOH2P
17	10699015	10730316	-	27.11023048	TMEM220
17	10697594	10711233	+	118.5949186	ADPRM
17	10672474	10698375	-	319.2705052	SCO1
17	10628526	10657309	-	148.2590729	MYH3
17	10521148	10549957	-	0.829335095	MYH2
17	10492307	10518543	-	0	MYH1
17	10443290	10469559	-	0	MYH4
17	10390322	10421950	-	0	MYH8
17	10383144	10623886	+	0	MYHAS
17	10300865	10373130	-	0	MYH13
17	10258762	10259232	+	0	RPS27AP1
17	9910609	10198551	-	4597.128362	GAS7
17	9896320	9905621	-	3.317340381	RCVRN
17	9852748	9853306	-	0	NPM1P45
17	9822206	9892102	+	1.694389405	GLP2R
17	9802386	9822071	-	0	GSG1L2
17	9771434	9791297	-	0	DHRS7C
17	9644698	9729691	+	169.4705999	USP43
17	9589902	9590482	-	0	RPL19P18
17	9576627	9643459	+	0.847194702	CFAP52
17	9250471	9576591	-	92.30095174	STX8
17	9021542	9244000	+	45.16988248	NTN1
17	8878911	8965712	-	43163.46544	PIK3R5
17	8802723	8867677	-	794.3934371	PIK3R6
17	8797162	8799349	-	23.72145167	MFSD6L
17	8753106	8758559	-	28.74947677	SPDYE4
17	8729934	8745219	-	0	CCDC42
17	8511125	8511188	+	0	RNU7-43P
17	8474205	8630761	-	403.2646783	MYH10
17	8413131	8490411	+	8380.431136	NDEL1
17	8390704	8397826	-	51.44643212	RNF222
17	8377516	8383250	-	510.0410835	RPL26
17	8356902	8376711	-	4.235973512	KRBA2
17	8339864	8346048	+	0	ODF4
17	8310241	8322516	+	0	ARHGEF15
17	8288497	8290092	+	6.052521426	RANGRF
17	8287763	8295343	-	36.4293722	SLC25A35
17	8247618	8270491	+	198.175865	PFAS
17	8224821	8248095	-	3007.439918	CTC1
17	8220642	8224043	-	214.7977896	LINC00324
17	8204733	8210600	-	77.22592812	AURKB
17	8173454	8173587	-	0	SNORD118
17	8173237	8176399	-	55.56545137	TMEM107
17	8159149	8163546	-	2612.40555	VAMP2
17	8144994	8145071	-	0	MIR6883
17	8140472	8156506	-	39037.25006	PER1
17	8120590	8124092	-	2.914185967	HES7
17	8095900	8119047	-	89.27469103	ALOXE3
17	8088056	8088147	+	0	MIR4314
17	8072636	8087716	-	0.71030776	ALOX12B
17	8063936	8072533	+	2.13092328	AC129492.6
17	8039017	8049134	+	105.3255571	ALOX15B
17	8002594	8020339	+	16.5867019	GUCY2D
17	7932101	7949918	+	411.5714569	CNTROB
17	7930345	7932123	-	730.8419621	TRAPPC1
17	7921859	7929803	-	83.05430005	KCNAB3
17	7906122	7906260	+	0	SCARNA21
17	7884806	7912760	+	2770.326677	CHD3
17	7857746	7862282	+	1.65867019	CYB5D1
17	7856685	7885238	-	293.9765617	NAA38
17	7855065	7856099	+	281.4422463	TMEM88
17	7839904	7854796	+	22068.5748	KDM6B
17	7754320	7754976	+	0	RPL29P2
17	7717354	7833744	+	93.19141726	DNAH2
17	7705202	7711378	+	0.829335095	EFNB3
17	7686071	7703502	+	189.1412945	WRAP53
17	7661779	7687550	-	361.3590599	TP53
17	7646627	7657768	+	0	ATP1B2
17	7626234	7627876	-	668.4366202	SAT2
17	7613946	7633383	+	2.488005285	SHBG
17	7591230	7614871	-	1109.124551	FXR2
17	7588178	7590170	-	16.5867019	SOX15
17	7583529	7592789	+	281.2189458	MPDU1
17	7579467	7582113	+	10.59191249	CD68
17	7576811	7576952	+	0	SNORD10
17	7574713	7574847	+	0	SNORA48
17	7572706	7579005	+	230.850022	EIF4A1
17	7563287	7578715	+	3.5515388	SENP3-EIF4A1
17	7561875	7571969	+	138.0927365	SENP3
17	7558292	7561608	+	281.4422463	TNFSF13
17	7549099	7561601	+	0	TNFSF12-TNFSF13
17	7548891	7557890	+	458.478498	TNFSF12
17	7484366	7514616	+	14626.29937	POLR2A
17	7481332	7483496	+	0	SLC35G6
17	7459366	7484263	-	777.0869842	ZBTB4
17	7445061	7457707	+	55.40400528	CHRNB1
17	7438273	7444937	+	2.914185967	FGF11
17	7435443	7437679	+	53.37326625	TMEM102
17	7420360	7421632	+	0	SPEM1
17	7404874	7419860	+	24.2100857	NLGN2
17	7402975	7404137	-	16.02802282	TMEM256
17	7389734	7404097	-	0.71030776	TMEM256-PLSCR3
17	7380534	7389774	+	102.510559	TNK1
17	7355123	7357219	+	0	TMEM95
17	7351889	7354944	+	130.1292107	KCTD11
17	7336529	7351478	+	1290.984383	ACAP1
17	7315628	7329393	-	437.8889302	NEURL4
17	7311324	7315564	-	93.8140821	GPS2
17	7306999	7312463	+	1392.980892	EIF5A
17	7288252	7294615	-	7.1030776	YBX2
17	7281667	7288257	+	0	SLC2A4
17	7259903	7263983	-	552.2382407	CLDN7
17	7251416	7259940	+	233.691253	ELP5
17	7243591	7252491	-	766.3056279	CTDNEP1
17	7240014	7242770	-	114.3712848	GABARAP
17	7235028	7239722	-	2865.868895	PHF23
17	7225341	7234545	-	1454.118272	DVL2
17	7223297	7223379	-	8.293350951	MIR324
17	7217125	7225273	+	3781.312761	ACADVL
17	7187169	7219841	-	45.74851393	DLG4
17	7173431	7179564	-	5.828371933	ASGR1
17	7140930	7141592	+	7.464015856	RPL7AP64
17	7101322	7115700	-	5.930362917	ASGR2
17	7074537	7080307	-	17.4851158	CLEC10A
17	7041630	7043923	-	1.513130356	SLC16A11
17	7036075	7040121	+	51.4187759	SLC16A13
17	7023020	7030290	+	0	BCL6B
17	7017911	7018022	-	0	MIR497
17	7017615	7017701	-	0	MIR195
17	7015818	7019659	-	0	MIR497HG
17	7014495	7017525	+	34.09477248	C17orf49
17	7012635	7017520	+	0	RNASEK-C17orf49
17	7012417	7014532	+	553.8057104	RNASEK
17	6996065	7010736	+	319.1033633	ALOX12
17	6876635	7012349	-	264.7978124	ALOX12-AS1
17	6853861	6954107	+	5.930362917	ALOX12P2
17	6789133	6831761	-	0	TEKT1
17	6776223	6797101	+	1.42061552	FBXO39
17	6755447	6775647	+	245.766485	XAF1
17	6749718	6750188	+	0	RPL23AP73
17	6684713	6713567	-	1.65867019	SLC13A5
17	6655440	6655509	-	1.513130356	MIR4520-1
17	6651718	6693202	+	13.55511524	C17orf100
17	6643315	6651634	-	81.59720707	MED31
17	6640758	6644541	+	526.569364	TXNDC17
17	6600944	6601051	-	0	RNA5SP435
17	6578148	6640927	-	419.6427792	KIAA0753
17	6451264	6556494	-	154.1894358	PITPNM3
17	6393693	6435199	-	0	AIPL1
17	6322413	6323228	-	0	BTF3P14
17	6207163	6207269	+	0	RNU6-1264P
17	6057807	6124427	+	0	WSCD1
17	5499427	5619424	-	8349.453307	NLRP1
17	5486285	5490814	+	275.3905738	MIS12
17	5471251	5486811	-	1158.581128	DERL2
17	5440912	5469060	-	222.4301624	DHX33
17	5432777	5448830	-	348.019982	C1QBP
17	5419641	5432876	+	262.8138712	RPAIN
17	5360963	5420160	-	251.1796392	NUP88
17	5282265	5385812	+	1277.870546	RABEP1
17	5208961	5234860	-	8.471947024	SCIMP
17	5179536	5191883	-	27.68476668	ZNF594
17	5116438	5175034	+	2.541584107	USP6
17	5105541	5123116	-	51.44643212	ZNF232
17	5078248	5096374	+	50.99825442	ZFP3
17	5032600	5052009	-	0	SLC52A1
17	4997948	5028401	+	1037.450204	KIF1C
17	4988130	4997610	-	23.44015608	INCA1
17	4970086	4970150	-	0	MIR6865
17	4969702	4969771	-	0	MIR6864
17	4967992	4987652	-	1490.215481	CAMTA2
17	4959226	4967872	-	579.9230074	SPAG7
17	4948092	4957131	+	210.3251195	ENO3
17	4945652	4949061	-	9909.68938	PFN1
17	4940008	4945222	+	3197.244443	RNF167
17	4937130	4940251	-	524.9174346	SLC25A11
17	4932297	4935030	+	59.74081232	GP1BA
17	4899418	4902932	+	124.0766892	C17orf107
17	4897774	4934438	-	80.19590889	CHRNE
17	4882975	4883316	+	0	RN7SL784P
17	4856757	4857374	-	0	ATP6V0CP1
17	4833388	4898061	+	2893.550147	MINK1
17	4807096	4823434	+	850.0684725	PLD2
17	4796144	4798503	+	494.7617062	PSMB6
17	4788959	4790390	+	31.51473362	GLTPD2
17	4785285	4786433	-	30.26260713	VMO1
17	4771884	4783213	+	0.71030776	TM4SF5
17	4740015	4746119	+	5015.314049	ZMYND15
17	4733526	4739922	-	42466.48165	CXCL16
17	4731428	4733610	+	492.6250465	MED11
17	4710489	4721499	+	35107.19834	ARRB2
17	4669774	4704337	-	395.6414223	PELP1
17	4630902	4642294	-	289.0952583	ALOX15
17	4619749	4619852	-	0	RNU6-955P
17	4583999	4608319	+	1.42061552	SMTNL2
17	4572206	4572515	+	0	TXNP4
17	4556927	4560818	-	0	GGT6
17	4538897	4555631	-	484.201714	MYBBP1A
17	4498838	4539035	+	160.2802282	SPNS2
17	4433688	4488208	+	177.0362517	SPNS3
17	4364164	4364453	-	0	RN7SL774P
17	4301372	4302698	+	1.65867019	MFSD1P1
17	4269259	4366628	-	646.0520391	UBE2G1
17	4222091	4223828	+	1.457092983	RYKP1
17	4163907	4263995	-	2407.390397	ANKFY1
17	4143168	4187310	+	115.2775782	CYB5D2
17	4056756	4056876	-	1.65867019	RNA5SP434
17	4004445	4143020	-	6377.695988	ZZEF1
17	3923870	3964464	-	17441.74639	ATP2A3
17	3896592	3916500	-	1824.83521	P2RX1
17	3860315	3894891	-	4827.961845	CAMKK1
17	3714628	3801243	-	185.7710613	ITGAE
17	3672199	3696404	-	34.8019982	P2RX5
17	3668815	3669668	+	30.49900929	EMC6
17	3663063	3696194	-	10.19965088	P2RX5-TAX1BP3
17	3662896	3668682	-	21.18382499	TAX1BP3
17	3636468	3661542	+	1856.610947	CTNS
17	3608262	3636322	-	25.72321606	SHPK
17	3565444	3609411	-	0	TRPV1
17	3510502	3557995	-	4.146675476	TRPV3
17	3472374	3503419	+	0	ASPA
17	3440019	3513852	-	0	SPATA22
17	3432870	3433841	-	0	OR1E2
17	3411370	3424070	+	0	OR3A3
17	3397104	3398410	-	0	OR1E1
17	3377527	3377602	-	0	OR1AC1P
17	3309986	3311446	+	0	OR3A4P
17	3291017	3298360	-	0	OR3A1
17	3276942	3386317	-	0	OR3A2
17	3265611	3266541	+	0	OR1D3P
17	3235703	3241614	+	0	OR1D4
17	3207539	3218896	+	0	OR1A1
17	3197519	3198448	+	0	OR1A2
17	3153889	3154882	-	0	OR1P1
17	3126584	3127581	-	0	OR1G1
17	3116427	3117374	+	0	OR1E3
17	3088484	3104422	-	0	OR1D2
17	3062669	3063607	-	0	OR1D5
17	2755705	3037739	+	1481.354619	RAP1GAP2
17	2748078	2748182	+	0	hsa-mir-1253
17	2748078	2748182	-	0	MIR1253
17	2692861	2692919	-	0	MIR6776
17	2689386	2712663	-	821.6297835	CLUH
17	2680958	2681236	+	27.11023048	RN7SL608P
17	2613284	2613944	-	0	SAMD11P1
17	2593210	2685615	+	4773.978455	PAFAH1B1
17	2586330	2587866	-	0	EIF4A1P9
17	2557753	2558094	-	0	RN7SL33P
17	2405562	2511891	-	370.7169373	METTL16
17	2384060	2401118	-	2632.967021	MNT
17	2337498	2381058	+	1404.064316	SGSM2
17	2330180	2330370	-	0	SNORD91A
17	2329016	2329237	-	0	SNORD91B
17	2322503	2337507	-	284.468507	TSR1
17	2306761	2307715	+	4.97215432	HNRNPA1P16
17	2303383	2325260	+	20.39930177	SRR
17	2255719	2256157	+	0	AL450226.2
17	2235713	2236086	-	0	SMG6-IT1
17	2199762	2200039	+	0	RN7SL624P
17	2059839	2303771	-	297.6189514	SMG6
17	2054154	2063241	+	38.35661904	HIC1
17	2050271	2050380	-	0	MIR212
17	2049908	2050008	-	0	MIR132
17	2041936	2043430	+	0	OVCA2
17	2030110	2043430	+	198.2435604	DPH1
17	1934677	2025345	-	5.930362917	RTN4RL1
17	1829702	1900082	+	709.6581372	RPA1
17	1779485	1830634	-	244.3458694	SMYD4
17	1716523	1738599	+	3797.957195	WDR81
17	1713903	1713987	-	0	MIR22
17	1702790	1710438	-	54.22046095	TLCD2
17	1646145	1650077	-	649.2212926	RILP
17	1633858	1645747	-	15446.05381	SCARF1
17	1604374	1604672	-	2.84123104	RN7SL105P
17	1569267	1628886	-	13267.12696	SLC43A2
17	1517718	1562816	-	7974.669898	PITPNA
17	1516931	1518096	+	4.235973512	PITPNA-AS1
17	1494571	1516888	-	2442.08784	INPP5K
17	1464186	1492812	-	1281.621412	MYO1C
17	1420689	1463162	-	2567.847143	CRK
17	1344272	1400378	-	3008.103149	YWHAE
17	1270559	1271460	+	0	BHLHA9
17	1022476	1022559	-	0.71030776	MIR3183
17	1003518	1229738	-	8768.785574	ABR
17	997117	1003671	+	99.96897488	TIMM22
17	757097	783390	-	469.4036639	GLOD4
17	752660	755336	+	4.235973512	DBIL5P
17	744414	753999	-	222.3263289	GEMIN4
17	732412	742972	+	51.14215872	FAM57A
17	656794	657547	-	6.39276984	RPS4XP17
17	508668	721717	-	907.7689286	VPS53
17	410327	431062	+	35.5821775	C17orf97
17	142789	181636	-	15.13130356	DOC2B
18	80157232	80247546	-	68.62277089	PARD6G
18	80147924	80178432	+	51.4187759	PARD6G-AS1
18	80109031	80147523	+	1312.837456	ADNP2
18	80077707	80078259	+	0	SLC25A6P4
18	80034358	80046397	+	41.19785008	RBFA
18	79970811	80033949	-	394.2208068	TXNL4A
18	79964561	79970822	+	356.6689697	HSBP1L1
18	79902420	79951664	-	1371.720247	PQLC1
18	79863668	79900184	+	15.75736681	KCNG2
18	79395856	79529325	+	428.3155793	NFATC1
18	78036739	78036845	+	0	RNU6-655P
18	77971294	77993722	-	0	LINC01029
18	77863464	77863567	-	0	RNA5SP461
18	77435253	77437242	-	0	BDP1P
18	77250549	77277896	+	0	GALR1
18	76978827	77133683	-	12513.06575	MBP
18	76834429	76834888	-	0	RPL26P35
18	76822607	76970727	+	262.6303577	ZNF236
18	76800664	76800774	-	0	RNU6-346P
18	76751305	76751841	+	0	CCND3P2
18	76703444	76704254	-	0	ARL2BPP1
18	76615212	76625940	+	0	LINC00683
18	76528655	76610968	+	1.513130356	LINC00908
18	76495521	76498088	+	4.37127895	C18orf65
18	76358190	76495190	-	1858.875408	ZNF516
18	75409476	75427703	-	0	SMIM21
18	75210755	75289950	+	2644.951863	TSHZ1
18	75195108	75209348	-	2634.775524	ZADH2
18	74597870	75065671	+	895.4848004	ZNF407
18	74591774	74598508	-	257.5471895	LINC00909
18	74534440	74587212	+	1.65867019	CNDP1
18	74495816	74523454	+	1223.149963	CNDP2
18	74434099	74457944	-	0	FAM69C
18	74389884	74390297	-	3.026260713	FAUP1
18	74315813	74359187	+	0	C18orf63
18	74250847	74292016	-	496.8687073	CYB5A
18	74227506	74227803	+	0	RN7SL551P
18	74148511	74160530	+	59.0120839	TIMM21
18	74073353	74147865	-	1.694389405	FBXO15
18	73744935	73745232	+	0	RN7SL401P
18	72853321	72853382	-	0	MIR548AV
18	72751952	72752051	+	0	RNA5SP460
18	72742314	72868146	-	0	NETO1
18	72618267	72619222	+	0	HNRNPA1P11
18	72536680	72638521	-	0	CBLN2
18	71519962	71578956	-	0	LINC01541
18	70630534	70650744	-	0	GTSCR1
18	70512727	70513008	+	0	RN7SL795P
18	70430231	70431125	+	0	RPS2P6
18	70412055	70412391	+	0	LARP7P3
18	70288901	70330200	+	72.85464917	SOCS6
18	70003031	70205945	-	75.40032851	RTTN
18	69831158	69961803	-	55.56545137	CD226
18	69401055	69849087	+	3.026260713	DOK6
18	68866517	68867028	+	0	SDHCP1
18	68858934	68859040	+	0	RNU6-39P
18	68715209	69055189	+	4.37127895	CCDC102B
18	68673688	68715298	-	377.3474683	TMX3
18	68455951	68456877	+	0	AKR1B10P2
18	67137611	67137751	-	0	RPL31P9
18	67081584	67081686	+	0	MIR5011
18	66946116	66946222	+	0	RNU6-1037P
18	66501083	66604138	-	0	CDH19
18	66068750	66069647	-	0	PRPF19P1
18	65750252	65890341	+	0	CDH7
18	64181314	64260055	-	0	LINC01538
18	64080009	64149030	-	0	LINC00305
18	64072158	64072653	+	0	RPL12P39
18	63969925	64019779	+	1936.476575	SERPINB8
18	63949301	63981774	+	0	HMSD
18	63897174	63936111	+	9.078782138	SERPINB10
18	63871692	63903890	+	412.6888086	SERPINB2
18	63752935	63805376	+	5.828371933	SERPINB7
18	63655197	63661963	-	0	SERPINB3
18	63647579	63726432	+	0	SERPINB11
18	63637259	63644298	-	0	SERPINB4
18	63586989	63604639	+	0	SERPINB13
18	63556160	63567011	+	0	SERPINB12
18	63476761	63505085	+	10.59191249	SERPINB5
18	63389190	63422483	-	4326.109067	VPS4B
18	63327726	63367510	-	344.4992636	KDSR
18	63123346	63320128	-	201.2463374	BCL2
18	62731226	62731332	-	0	RNU6-142P
18	62715450	62980433	+	962.3509067	PHLPP1
18	62650308	62650601	-	0	RN7SL705P
18	62523007	62587709	+	1516.156617	ZCCHC2
18	62442028	62443126	+	0	ACTBP9
18	62415678	62416227	+	0	RPL17P44
18	62325287	62391292	+	62.69240798	TNFRSF11A
18	61957273	61958014	-	0	RPIAP1
18	61905255	62187118	-	88.88267198	PIGN
18	61808063	61894247	-	0	RNF152
18	61748176	61756646	+	0	LINC01544
18	61404858	61405205	-	0	RPL30P14
