chromosome,Start,End,strand,Blood,CFASN,LTB4,GENE ID
14,63618043,63618144,+,0,0,0,RNU6-597P
14,63601509,63601814,+,0,1.31615824,0,HSPE1P2
14,63597039,63641861,-,29.16556855,266.2653279,45.39391069,WDR89
14,63371357,63543374,-,542.1056167,1382.594932,499.3330176,PPP2R5E
14,63312835,63318879,-,0,0,0,GPHB5
14,63298126,63299547,-,0,0,0,AL049871.1
14,63204114,63293219,+,0,0,0,RHOJ
14,62699454,63102037,-,0,0,0,KCNH5
14,62134149,62139973,-,0,0,0,LINC00644
14,62114353,62130962,+,0,0.506460764,0,LINC00643
14,61831861,61832369,-,0,0,0,COX4I1P1
14,61811974,62112550,+,0,34.92268772,6.052521426,SYT16
14,61762357,61796428,+,55.61015326,204.0532799,526.569364,SNAPC1
14,61715558,61751097,-,26.95254822,22.79073439,44.78409514,HIF1A-AS2
14,61695513,61748259,+,7276.805645,8246.859203,11300.0575,HIF1A
14,61681041,61695823,-,2.281258001,4.942466988,9.122686047,HIF1A-AS1
14,61570540,61658696,+,10.72977134,14.88508001,22.72984832,FLJ22447
14,61277370,61281840,-,10.97773712,2834.346769,370.1016178,TMEM30B
14,61187559,61550976,+,731.8199593,1159.318732,912.7454716,PRKCH
14,60981114,61083733,+,10.67544492,55.53279851,11.65674387,SLC38A6
14,60974327,60974435,+,0,0,0,RNU6-398P
14,60971451,60981358,-,16.64486749,453.0484684,87.76156067,TRMT5
14,60919240,60920155,-,0,0,0,SRMP2
14,60734742,60969953,+,21.34445709,207.6472147,57.60923976,MNAT1
14,60709528,60724348,-,0.99559936,576.510599,101.9965088,SIX4
14,60643415,60658259,-,0,68.48847112,11.61069133,SIX1
14,60639216,60642589,+,0,0.506460764,0,SALRNA1
14,60508951,60512850,+,0,0,0,SIX6
14,60493766,60496885,-,0,0,0,SALL4P7
14,60398934,60400013,-,0,0,0,GNRHR2P1
14,60397757,60398281,+,1.710936122,2.632316479,2.84123104,RBM8B
14,60396469,60515543,-,0,0,0,C14orf39
14,60245752,60299087,+,3363.315657,1794.896949,3706.476823,PPM1A
14,60212462,60212912,-,0,0,0,RPL17P2
14,60179382,60180016,+,0,0,0,PSMA3P
14,60158976,60159324,+,0,2.532303822,1.42061552,SCOCP1
14,60144120,60169856,-,4061.898051,1913.69408,3266.848439,DHRS7
14,59919713,60063559,+,0,0,0,LRRC9
14,59646962,59647020,-,0,0,0,MIR5586
14,59595976,59870966,-,292.0296417,1.145006155,19.90404228,RTN1
14,59504539,59576831,-,0,0,0,CCDC175
14,59484443,59505410,+,787.4962826,1074.003058,553.8057104,JKAMP
14,59460363,59484430,-,74.83676729,82.60980538,63.85880233,L3HYPDH
14,59429022,59465342,-,8.983233491,35.4951908,8.471947024,GPR135
14,59188646,59371405,+,79.10017103,845.4917689,134.7039577,DAAM1
14,58646631,59017532,+,0,0,0,LINC01500
14,58633967,58648321,+,41.91302189,0,5.828371933,DACT1
14,58564146,58564616,+,0,0,0,RPL9P5
14,58521223,58521988,+,21.3335205,15.45758309,7.624752321,HNRNPCP1
14,58463971,58464136,+,0,0,0,HSBP1P1
14,58427385,58551289,+,292.1218716,319.8482208,141.4815153,KIAA0586
14,58408494,58427614,-,29.44910655,259.8325502,68.09086604,TIMM9
14,58398557,58427125,+,0,0,0,AL139021.1
14,58395916,58408701,+,2.460316738,1.412133425,0.829335095,TOMM20L
14,58298385,58373887,+,3944.875409,848.4495608,3066.844823,ARID4A
14,58292293,58292388,-,0,0.506460764,0,RNU6-341P
14,58288033,58289158,+,7.681256883,4.007521542,8.52369312,LINC00216
14,58284773,58285363,+,2.460316738,4.606553839,5.805345666,HMGB1P14
14,58265365,58298134,-,3767.111924,730.7790476,3114.287726,PSMA3-AS1
14,58244831,58272012,+,799.0595754,1804.000451,971.7010157,PSMA3
14,58200080,58235636,+,1012.988776,812.7053666,894.2774699,ACTR10
14,58179771,58180064,+,0,0,0,RN7SL598P
14,58141279,58141660,+,0,0,0,UBA52P3
14,57837354,57837660,-,0,0,0,RN7SKP99
14,57563922,57982194,-,0,1.012921529,0,SLC35F4
14,57390544,57415917,+,96.1384615,517.542782,116.9128689,NAA30
14,57268909,57298742,+,603.0811315,771.7309169,514.4643212,AP5M1
14,57200507,57269008,-,397.7615321,1506.8281,502.5770677,EXOC5
14,56978409,56979621,+,0,0,0,RPL3P3
14,56824986,56825092,+,0,0,0,RNU6-1204P
14,56824375,56824656,-,0,0,0,RN7SL461P
14,56813183,57152177,+,0,0,0,OTX2-AS1
14,56799905,56810479,-,0,0,0,OTX2
14,56683421,56683741,-,0,0,0,AL161757.1
14,56488354,56650606,+,570.8539565,161.9449569,214.1926685,TMEM260
14,56117814,56301526,+,3031.32927,220.3104325,2311.147148,PELI2
14,55896547,55962970,+,0,0,0,AL163952.1
14,55781132,55796731,-,0,4.558146879,2.13092328,LINC00520
14,55766177,55767717,+,0,0,0,RPL13AP3
14,55559072,55701526,+,1111.93257,6350.626777,1857.897982,KTN1
14,55543401,55544169,+,0,0,0,RPL7AP4
14,55499278,55580110,-,0.99559936,31.58779775,11.01353113,KTN1-AS1
14,55413556,55414059,-,0,0,0,RPL21P6
14,55413541,55456726,-,0,0,0,TBPL2
14,55366392,55411858,-,251.5192258,838.8072546,318.9281842,ATG14
14,55298644,55299231,+,8.701282884,84.07248688,24.2100857,CHMP4BP1
14,55282296,55282643,-,0.587329049,1.145006155,0,AL158801.1
14,55271303,55361918,+,664.7183553,1591.806182,1414.837287,FBXO34
14,55148112,55191678,-,3.793751003,99.77277057,152.826166,DLGAP5
14,55124110,55145413,+,255.0089799,13049.05087,9295.420274,LGALS3
14,55051631,55070192,+,1010.365353,1552.055843,1213.758455,MAPK1IP1L
14,55027230,55049488,+,345.991794,715.2455799,399.9032689,SOCS4
14,54938950,55027105,-,24.04258638,173.2095814,62.03834461,WDHD1
14,54884849,54886213,-,0.42855288,1.012921529,0.829335095,FDPSP3
14,54878113,54878193,-,0,0,0,MIR4308
14,54859215,54859330,+,0,0,0,RNU6ATAC9P
14,54842008,54902852,-,229.6623017,954.9351332,195.7230825,GCH1
14,54567097,54793315,+,17.96646698,985.2777963,174.009991,SAMD4A
14,54509812,54539309,+,161.8936609,242.1808824,147.0337063,CGRRF1
14,54474484,54489196,-,434.0607864,674.9811283,662.7510961,GMFB
14,54423560,54441431,-,194.2570504,1372.289877,437.294673,CNIH1
14,54396849,54420218,+,5.923443322,89.31048008,174.5221087,CDKN3
14,53949736,53958761,-,0.42855288,165.9190663,27.68476668,BMP4
14,53948427,53948484,-,0,0,0,MIR5580
14,53612724,53613405,+,0,0,0,RPS3AP46
14,53153354,53157528,+,0,0,0,AL356020.1
14,53036745,53153282,-,445.1519197,514.6471637,840.7426514,DDHD1
14,52857268,52952435,-,1.714211521,833.1279573,149.9534623,FERMT2
14,52775194,52791668,-,21.90961866,785.4742223,104.9106948,GNPNAT1
14,52730180,52774998,+,261.7863283,599.9832252,217.8907713,STYX
14,52707172,52728587,+,1289.842503,1832.375045,910.6831146,PSMC6
14,52639916,52695900,-,1765.999297,7439.532745,1865.522735,ERO1A
14,52553148,52637713,+,0,2.862515387,4.146675476,GPR137C
14,52430590,52552522,-,199.8282379,207.5836135,528.9247529,TXNDC16
14,52314305,52328606,+,281.825379,17.11005711,134.9584744,PTGER2
14,52267713,52276724,+,56.62026001,4.58002462,39.80808457,PTGDR
14,52117602,52117995,+,0,0,0,COX5AP2
14,52004803,52069228,-,12.83693401,4.942466988,6.052521426,NID2
14,51826195,51979342,+,3310.587331,462.4736968,3463.555386,GNG2
14,51771789,51772086,-,0,0,0,OR7E159P
14,51763056,51764076,-,0,0,0,OR7E106P
14,51756996,51757988,+,0,0,0,OR7E105P
14,51724103,51724209,+,0,0,0,RNU6-301P
14,51692752,51692861,+,0,0,0,RNA5SP385
14,51649516,51651744,-,0,6.954691401,0.847194702,FRMD6-AS1
14,51522864,51522967,+,0,0,0,RNU6-1291P
14,51489100,51730727,+,2.993319364,79.51434,38.97874947,FRMD6
14,51454512,51599952,-,0,0,0,FRMD6-AS2
14,51436038,51436963,+,0,0,0,SETP2
14,51333393,51365557,+,5.666738692,1.519382293,3.026260713,LINC00640
14,51304416,51328386,-,0,1.717509232,0,LINC00519
14,51240162,51257546,+,353.3976059,1077.450792,307.1654623,TMX1
14,50975262,51096061,-,70.60968788,15.89643749,7.565651782,TRIM9
14,50872160,50904970,+,274.7144145,5.571068407,29.14185967,ABHD12B
14,50857891,50944736,-,16732.18359,3158.236406,1854.613561,PYGL
14,50719763,50831121,-,17925.00854,2293.254341,18570.28608,NIN
14,50704343,50705511,-,0,0,2.84123104,ZFP64P1
14,50637691,50637981,-,0,0,1.694389405,RN7SL452P
14,50632058,50668331,-,41.68305324,865.6377897,2074.996408,SAV1
14,50571919,50572140,-,0,0,0,SNRPGP1
14,50532509,50633068,+,10.68767784,35.4522535,116.5674387,ATL1
14,50418501,50561126,-,258.3824957,1001.908665,667.6147516,MAP4K5
14,50329404,50416461,-,12.17093075,21.85760155,12.10504285,CDKL1
14,50312326,50335558,+,136.5806941,314.9481677,145.7174888,ATP5S
14,50299855,50299946,-,0,0,0,MIR4504
14,50237563,50312548,-,22.74562898,252.7718831,68.8348129,L2HGDH
14,50117120,50231558,-,7824.790861,1648.665774,4106.289161,SOS2
14,50108632,50116600,-,963.6047552,141.4082601,469.5134294,VCPKMT
14,50068568,50068873,+,0,0,0,RN7SKP193
14,50050368,50051336,+,0,0,0,PDLIM1P1
14,49966399,49966511,+,0,0,0,MIR6076
14,49927571,50092643,-,61.81296099,31.40056739,31.77573748,LINC01588
14,49901850,49901950,-,0,0,0,RNU6-189P
14,49893092,49897054,+,2439.049689,2607.179015,2101.800662,ARF6
14,49863072,49864379,+,0,0,0,AL627171.1
14,49862550,49862849,-,0,0,0,RN7SL2
14,49853616,49853914,-,0,0,0,RN7SL3
14,49839725,49839827,+,0,0,0,RNU6-539P
14,49782083,49853203,-,1128.010712,757.1588427,1053.386408,NEMF
14,49767608,49786385,+,700.9696969,836.9994992,472.7210042,KLHDC2
14,49693105,49753152,+,23.74392613,15.13581976,10.78135624,KLHDC1
14,49684544,49684665,+,0,0,0,RNU6ATAC30P
14,49643555,49688422,-,4.002650495,30.79934763,19.07470719,POLE2
14,49629291,49629890,-,0,0,0,AL139099.2
14,49625174,49635230,-,53.88001417,233.0087525,74.14338746,DNAAF2
14,49620815,49623480,-,0,0,0,AL139099.1
14,49620795,49623481,+,4.063527715,11.14213681,14.2061552,MGAT2
14,49618519,49620685,-,2387.316566,2157.941389,2746.331597,RPL36AL
14,49601011,49601124,-,0,0,0,AL139099.3
14,49599994,49600572,+,3.425147643,6.870036929,6.634680761,RHOQP1
14,49598697,49614672,+,41.11597724,70.41787853,40.66534571,LRR1
14,49586580,49586878,+,4.644305966,7.442540007,11.61069133,RN7SL1
14,49577392,49577794,-,0,0,0,RPL32P29
14,49570984,49599164,-,1944.327363,5012.588655,2366.035149,RPS29
14,49552633,49552748,+,0,0,0,RNA5SP384
14,48341226,48341332,-,0,0,0,RNU6-297P
14,47764954,47795092,-,0,0,0,LINC00648
14,47760995,47761104,-,0,0,0,MIR548Y
14,47444106,47444494,-,0,0,0,RPS15AP3
14,47200575,47201104,-,0,0,0,RPL13AP2
14,46996454,46997174,+,0,0,0,RPA2P1
14,46840092,47674954,-,0,0,0,MDGA2
14,46651010,46651821,-,0,0,0,RPL10L
14,45940943,46501823,+,0,0,0,LINC00871
14,45290036,45290386,+,0,0,0,DNAJC19P9
14,45274359,45274477,-,0,0,0,RNU6-552P
14,45203190,45253540,-,975.3083994,423.6522773,723.2763104,MIS18BP1
14,45135940,45200890,+,93.18923041,114.3828074,50.5894408,FANCM
14,45115600,45135319,-,130.0251747,623.9351714,136.3983471,FKBP3
14,45110883,45110968,+,0,0,0,SNORD127
14,45084099,45116282,+,407.7315855,706.0667126,372.2012662,PRPF39
14,44924319,45042322,-,544.0336027,393.8821173,502.3592783,KLHL28
14,44897295,44907257,+,80.41727314,84.07248688,69.9404632,C14orf28
14,44860316,44866247,-,2.031763857,0.65807912,0,DOCK11P1
14,44504342,44507279,-,0,0,0,FSCB
14,44392531,44393716,-,0,0,0,AL161752.1
14,44077534,44077884,-,0,0,0,EIF4BP1
14,43540883,43541826,-,0,0.65807912,0,KRT8P2
14,43300263,43300595,+,2.281258001,1.31615824,1.513130356,HNRNPUP1
14,42259731,42268586,-,0,0,0,AL445074.1
14,41607570,41904549,+,0,0,0,LRFN5
14,39397669,39432500,-,1556.07399,797.1493185,1349.581161,FBXO33
14,39230231,39388513,+,0,0,0,MIA2
14,39175183,39183218,+,3460.291335,2565.192409,1982.940212,PNN
14,39156742,39157852,+,0,2.632316479,2.914185967,RPL7AP2
14,39147811,39170532,-,396.5617975,660.6956831,404.0058052,TRAPPC6B
14,39114223,39136973,+,26.0337851,144.8477786,42.25569652,GEMIN2
14,39031919,39109646,-,696.7319437,2112.536356,745.9732657,SEC23A
14,38749339,38948273,-,75.04894218,3.54522535,29.02672833,LINC00639
14,38727275,38728481,+,5.548289165,0,0,KRT8P1
14,38254103,38256369,-,0,0,0,CLEC14A
14,38207999,38213067,+,0,0,0,SSTR1
14,37896060,37902372,-,0,0,0,LINC00517
14,37827798,37827904,-,0,0,0,RNU6-1277P
14,37595847,38041442,+,0,33.93287121,4.539391069,TTC6
14,37589984,37596059,-,0.42855288,1966.080687,175.3693034,FOXA1
14,37434469,37434573,-,0,0,0,RNU6-886P
14,37197913,37552361,+,0,195.2235494,26.2276737,MIPOL1
14,37187219,37187314,+,0,0,0,RNU6-273P
14,37171888,37173811,+,0,21.05853183,4.235973512,SLC25A21-AS1
14,36952309,36952391,-,0,0,0,MIR4503
14,36678431,37172866,-,0,26.83053508,2.914185967,SLC25A21
14,36657568,36679715,+,0,350.3718834,55.06765565,PAX9
14,36593839,36594147,-,0,0,0,RN7SKP257
14,36580579,36582607,-,0,7.896949438,1.457092983,NKX2-8
14,36577543,36578005,-,0,0,0,RPL29P3
14,36533506,36534538,-,0,0.506460764,0,PHKBP2
14,36519278,36523016,+,0,102.3333163,12.10504285,NKX2-1-AS1
14,36516392,36521149,-,0.42855288,1915.668318,226.9695535,NKX2-1
14,36473288,36513829,-,0,490.6351374,92.30095174,SFTA3
14,36405214,36405274,+,0,0,0,RNU7-93P
14,36371165,36372383,+,0,0,0,DPPA3P2
14,36298558,36320676,-,106.5229694,977.2474929,228.4826838,MBIP
14,36231555,36231774,-,0,0,0,RN7SKP21
14,36214607,36235608,+,0,0,0,AL162511.1
14,36136108,36176468,-,0,0.706066713,0,PTCSC3
14,36070427,36165288,+,0,0,0,LINC00609
14,36054197,36055313,-,0,0,0.829335095,ILF2P2
14,35873857,35875303,+,0,0,0,AL162311.1
14,35826318,35932325,+,17.24139256,288.1229295,35.5821775,BRMS1L
14,35819837,35820220,+,0,0,0,NUTF2P2
14,35765795,35767110,+,0,0.706066713,0.847194702,QRSL1P3
14,35538352,35809304,-,296.7740002,892.4683247,1656.714722,RALGAPA1
14,35534042,35537054,+,0,0.572503077,0.71030776,INSM2
14,35511825,35513089,-,0,0.993527343,0.829335095,KRT18P6
14,35468272,35469330,+,0,0,0,RPS3AP4
14,35430260,35430631,+,0,0.706066713,0,DNAJC8P1
14,35401511,35404749,-,8878.21099,10702.55923,26138.79103,NFKBIA
14,35278633,35317493,+,95.82084535,218.5760155,137.0893977,PSMA6
14,35262462,35263036,+,0.42855288,0,0,RPL9P3
14,35235180,35235651,-,0.42855288,0,0,RPL7AP3
14,35222174,35222746,+,14.53476854,0,0,DPRXP3
14,35219023,35219283,-,0,0,0,MRPL57P8
14,35157904,35159099,-,1.282383242,0,0,SEPT7P1
14,35144021,35144480,-,0,0,0,RPL23AP70
14,35122549,35317474,+,0,0,0,AL121594.1
14,35121846,35277614,+,167.2759411,221.7049478,53.90678118,KIAA0391
14,35085467,35122517,-,690.0602753,271.8356844,362.5993326,PPP2R3C
14,35044907,35113130,+,772.6427494,1981.093522,1372.314592,FAM177A1
14,34981957,35029567,+,927.2836146,2346.711584,1735.560519,SRP54
14,34939324,34940332,+,4.748785225,1.717509232,11.86072583,IGBP1P1
14,34920858,34982532,-,27.80507663,7.596911465,34.9702316,SRP54-AS1
14,34845300,34845360,-,0,0,0,RNU7-41P
14,34752731,34875647,-,9949.582572,2470.350779,4220.120564,BAZ1A
14,34706769,34714823,-,11.55785568,312.9611131,56.82662635,CFL2
14,34694170,34694644,+,0,0,0,RPL23AP8
14,34675891,34675994,+,0,0,0,RNU6-1261P
14,34568689,34569129,-,11.87303081,7.238870318,14.91646296,RPS19P3
14,34561094,34630183,-,1996.008894,1455.909561,1592.509998,SNX6
14,34556226,34556389,-,0,0,0,RNU1-28P
14,34546714,34546877,+,0,0,0,RNU1-27P
14,34515929,34539711,-,1556.690936,899.5941568,1812.623671,EAPP
14,34485979,34486447,+,0,0,0,RPL23AP71
14,34432789,34462356,-,44.91289206,2087.918723,683.9349211,SPTSSA
14,34040097,34059300,+,0,0,0,EGLN3-AS1
14,33924231,34462774,-,8.119576933,283.1552928,30.26260713,EGLN3
14,32934933,33804176,+,0,0.572503077,0,NPAS3
14,32442341,32442639,+,0,0,0,RN7SL660P
14,32329273,32837681,+,4.910807279,367.6051169,29.14185967,AKAP6
14,32203163,32203269,-,1.582928408,1.012921529,0.829335095,RNU6-8
14,32202045,32202151,+,0,0,0,RNU6-7
14,32076114,32159728,+,171.0772352,4179.208872,478.1491926,ARHGAP5
14,32074946,32076793,-,1.849429722,112.2106032,10.16633643,ARHGAP5-AS1
14,31686692,31686798,-,0,0,0,RNU6-455P
14,31662039,31662143,-,0,0,0,RNU6-602P
14,31489956,31861224,+,23.90081738,244.4077264,38.12376161,NUBPL
14,31482875,31488142,-,0,0,0,GPR33
14,31446036,31457510,-,20.62726493,156.8658432,28.80461988,DTD2
14,31291791,31420582,-,607.8257731,436.5691788,228.8964863,HEATR5A
14,31142939,31143048,+,0,0,0,RNU6-541P
14,31111569,31112239,-,0,0,0,RPL21P5
14,31100112,31207804,-,1802.966379,5315.96313,2328.091042,HECTD1
14,31025106,31096450,+,76.38657954,124.1909179,59.74081232,AP4S1
14,31014646,31014742,-,0,0,0,MIR624
14,30964347,30964622,+,0,0,0,HIGD1AP17
14,30893799,31026401,-,349.8368441,784.886601,377.8488373,STRN3
14,30874514,30895065,+,13.29126243,0,0,COCH
14,30683045,30683598,-,0.99559936,1.412133425,1.65867019,UBE2CP1
14,30622112,30735812,+,497.0581018,1224.025687,489.4020466,SCFD1
14,30559123,30620063,+,191.5855409,260.4889002,166.1086001,G2E3
14,30541776,30542188,-,0,0,0,SYF2P1
14,29811916,29812018,+,0,0,0,RNU6-1234P
14,29652809,29657916,+,0,0,0,AL356756.1
14,29576479,30191898,-,0,0,0,PRKD1
14,29476784,29476912,+,0,0,0,RNU11-5P
14,28982303,28982410,-,0,0,0,RNU6-864P
14,28772704,28813453,+,0,0,0,LINC01551
14,28760330,28770277,+,0,0.506460764,0,FOXG1
14,28729083,28765277,-,0,0,0,FOXG1-AS1
14,28673241,28673727,-,0,0,0,BTF3P2
14,28593779,28593919,+,0,0,0,EIF4A1P12
14,28489910,28490362,+,0,0,0,RPL26P3
14,28264390,28265974,+,0,2.118200138,0,BNIP3P1
14,27633205,27633278,-,0,0,0,MIR3171
14,27612588,27639636,+,0,0,0,LINC00645
14,26908642,26908725,+,0,0,0,MIR4307
14,26836728,27160420,+,0,0,0,AL110292.1
14,26443093,26597754,-,0,60.60516793,9.078782138,NOVA1
14,26208036,26208424,+,0,0,0,CYB5AP5
14,25357764,25358689,+,0,0,0,OR7K1P
14,25267064,25267336,-,0,0,0,HMGN2P6
14,24809656,25050297,-,0,6.954691401,4.37127895,STXBP6
14,24630954,24634267,-,312.1347487,9.884933977,104.496222,GZMB
14,24606480,24609699,-,321.3175699,4.967636715,53.91244038,GZMH
14,24573522,24576260,-,23.91238093,0.572503077,7.464015856,CTSG
14,24505353,24508265,-,0,0,0,CMA1
14,24439766,24442905,-,82.25473923,159.9132261,77.12816385,SDR39U1
14,24429286,24441834,+,3772.372931,2969.252989,4367.278611,KHNYN
14,24426532,24430954,-,21.81034131,181.6298371,40.63741966,CBLN3
14,24398786,24419288,+,5.515173011,240.433617,39.34138927,NYNRIN
14,24365673,24379604,+,1.872987689,658.9054544,84.51139303,NFATC4
14,24336021,24340045,-,1313.278684,410.4847065,1421.592711,RIPK3
14,24318349,24335093,-,858.8731832,97.24046675,1046.285457,ADCY4
14,24311450,24318036,+,2903.584254,1178.027738,6874.358501,LTB4R
14,24305734,24312053,+,142.2543686,67.55985933,165.867019,LTB4R2
14,24305096,24311430,-,0,0,0,CIDEB
14,24299862,24309124,+,286.3644762,1162.825805,387.3613712,NOP9
14,24290598,24299833,-,462.1540177,308.0066557,293.3571049,DHRS1
14,24265538,24271739,-,424.3182384,732.4420603,435.400925,RABGGTA
14,24249114,24264432,-,63.71058625,172.9863446,71.030776,TGM1
14,24239643,24242674,-,2283.198309,1352.250241,1929.033431,TINF2
14,24232422,24239242,+,3565.768047,1711.784202,2434.927839,GMPR2
14,24216852,24232454,-,508.0881272,415.2944294,337.4280695,NEDD8
14,24213955,24232352,-,0,0,0,NEDD8-MDP1
14,24213937,24216070,-,0,0,0.71030776,MDP1
14,24209583,24213869,-,53.63346193,30.27163951,47.59061992,CHMP4A
14,24205697,24208362,+,156.0794782,80.72293392,120.2535888,TSSK4
14,24189143,24195687,-,58.0794954,211.6213241,80.48349673,TM9SF1
14,24180219,24188964,-,10.49316981,12.70920083,10.6546164,IPO4
14,24171853,24180257,+,1619.897307,1027.10243,1203.261345,REC8
14,24161053,24166565,+,933.3500463,589.1617144,811.0897231,IRF9
14,24158603,24158722,+,41.68305324,9.178867264,14.09869662,RNA5SP383
14,24146683,24160661,+,1899.419002,823.8319284,986.6174787,RNF31
14,24143489,24143565,-,0,0,0,MIR7703
14,24143362,24147570,-,2175.793773,2977.588506,886.5592167,PSME2
14,24138959,24141588,-,148.9531935,271.9389618,149.7999053,EMC9
14,24136158,24138967,+,7634.677355,2734.888127,2675.44087,PSME1
14,24131275,24132849,+,26.508046,3.435018465,26.99169488,FITM1
14,24114195,24125242,+,2590.167316,2218.449425,4314.762619,DCAF11
14,24094053,24110598,+,138.1670992,1270.710058,320.7836356,PCK2
14,24080107,24115014,-,21.38506383,26.33514156,26.53872304,NRL
14,24070837,24078100,+,0,0.572503077,1.42061552,CPNE6
14,24036453,24051028,+,0.42855288,0.65807912,0,DHRS4L1
14,23969874,24006408,+,58.63449812,117.1380833,31.34620399,DHRS4L2
14,23953586,23969279,+,43.96814894,102.6603427,29.12261816,DHRS4
14,23938731,23988839,-,55.05758465,153.2164766,53.273082,DHRS4-AS1
14,23922247,23934568,-,0,0,0,LINC00596
14,23791930,23792236,+,0,0,0,RN7SKP205
14,23749236,23751150,+,0,0,0,BRD7P1
14,23630115,23645639,+,0,8.609832993,10.16633643,DHRS2
14,23568035,23578800,-,3.753185865,0,0,JPH4
14,23559565,23568070,-,1823.84808,758.3156494,815.5772621,AP1G2
14,23555988,23560271,+,38.49770045,86.44796469,31.77573748,THTPA
14,23520855,23556192,-,1.710936122,14.82740096,16.5867019,ZFHX2
14,23469688,23509862,+,261.2013305,671.5461098,278.7270571,NGDN
14,23417987,23418063,-,0,0,0,MIR208B
14,23412738,23435718,-,0,0,0,MYH7
14,23388596,23388666,-,0,0,0,MIR208A
14,23381990,23408277,-,0,0,0,MYH6
14,23376773,23379772,+,4.7010096,0,0,CMTM5
14,23372809,23376403,+,0,0,0,IL25
14,23356402,23365752,-,0,0,0,EFS
14,23346306,23352912,-,51.77821672,1.012921529,42.29608985,SLC22A17
14,23321289,23326185,+,1473.841482,773.2429658,1468.752454,PABPN1
14,23306835,23325369,+,0,4.942466988,0.847194702,BCL2L2-PABPN1
14,23298790,23311759,+,50.45787631,1154.738707,216.8818438,BCL2L2
14,23295643,23302848,-,381.5710954,282.8165203,851.8923907,PPP1R3E
14,23272422,23299447,-,82.2541099,367.6051169,152.7161684,HOMEZ
14,23259460,23259566,-,0,0,0,RNU6-1046P
14,23185316,23273477,+,0,0.572503077,0.71030776,RNF212B
14,23156309,23156414,-,0,0,0,RNU6-1138P
14,23125295,23183674,-,76.96398694,44.0620865,574.6389778,SLC7A8
14,23117304,23119616,-,311.215244,14.82740096,175.4460167,CEBPE
14,23094765,23100462,+,509.2406446,1071.103203,1351.816205,C14orf119
14,23058564,23095614,-,10844.88443,5621.407717,11060.79284,ACIN1
14,23047062,23057538,-,40.63391405,259.8143721,40.79860353,CDH24
14,23042167,23044276,+,0,0,0,PSMB11
14,23016543,23035230,-,107.8255853,1000.26001,315.1564293,PSMB5
14,22985908,23010166,-,301.5258303,99.77277057,137.7997054,C14orf93
14,22971174,22982642,-,16.25553086,1018.048398,273.6438889,AJUBA
14,22956950,22957029,-,0,0,0,MIR4707
14,22946228,22957161,-,861.0752779,133.132664,192.1675553,HAUS4
14,22929609,22955562,+,0,0,0,AL132780.1
14,22920511,22929585,-,463.5301789,783.1842099,250.6199931,PRMT5
14,22918947,22926900,+,5.561361247,1.31615824,5.68246208,PRMT5-AS1
14,22893206,22919184,-,8826.786468,2037.998116,5372.908802,RBM23
14,22883165,22887686,+,1745.832461,50.64607643,585.7513793,REM2
14,22871613,22881580,+,40543.07514,13416.67967,26363.2702,LRP10
14,22836557,22849027,+,26.07636528,4601.779737,791.2014899,MMP14
14,22829879,22835037,+,194.2831946,693.6153923,287.0473177,MRPL52
14,22773222,22829820,-,2746.686857,851.554381,2981.459667,SLC7A7
14,22766522,22773041,+,2012.066151,1454.354855,2647.317022,OXA1L
14,22702143,22703065,+,0,0,0,OR6E1P
14,22630929,22644352,-,0,0,0,OR6J1
14,22598237,22613215,+,2287.238601,954.9351332,4091.504484,ABHD4
14,22564905,22589269,-,917.5001406,1746.134386,1631.154524,DAD1
14,22547506,22552154,+,881.3563106,31.40056739,391.9007623,TRAC
14,22545037,22545098,+,4.927843962,0,0.829335095,TRAJ1
14,22544071,22544136,+,3.698859443,0,0,TRAJ2
14,22543179,22543240,+,2.294989772,0,0,TRAJ3
14,22542199,22542261,+,3.469647869,0,0,TRAJ4
14,22540247,22540306,+,0.99559936,0,0,TRAJ5
14,22539073,22539134,+,4.694458803,0,1.457092983,TRAJ6
14,22537622,22537680,+,3.165856817,0,0,TRAJ7
14,22536145,22536204,+,1.99119872,0,0,TRAJ8
14,22535554,22535614,+,2.568041883,0,0,TRAJ9
14,22533497,22533560,+,3.736149182,0,0,TRAJ10
14,22532502,22532561,+,0.587329049,0,0,TRAJ11
14,22531939,22531998,+,2.301540569,0,0.829335095,TRAJ12
14,22531076,22531138,+,3.705410241,0,0,TRAJ13
14,22530327,22530378,+,0,0,0,TRAJ14
14,22528527,22528586,+,0,0,0,TRAJ16
14,22526844,22526906,+,0.853830362,0,0,TRAJ17
14,22525650,22525715,+,2.703260083,0,0,TRAJ18
14,22525263,22525322,+,2.170257457,0,0,TRAJ19
14,22524325,22524381,+,0.853830362,0,0,TRAJ20
14,22523600,22523654,+,0,0,0,TRAJ21
14,22522040,22522102,+,0.99559936,0,0,TRAJ22
14,22520416,22520478,+,0.853830362,0,0,TRAJ23
14,22519969,22520031,+,1.710936122,0,0,TRAJ24
14,22518812,22518871,+,0,0,0,TRAJ25
14,22518446,22518505,+,0,0,0,TRAJ26
14,22516273,22516331,+,1.872987689,0,1.513130356,TRAJ27
14,22515623,22515688,+,1.710936122,0,0,TRAJ28
14,22513939,22513998,+,0,0,0,TRAJ29
14,22512852,22512908,+,0.42855288,0,0,TRAJ30
14,22510968,22511024,+,0.587329049,0,0,TRAJ31
14,22509341,22509406,+,0,0,0,TRAJ32
